,user_name,Date,Stars,elite,Updated,Text,Cool,Funny,Useful,check_ins,Photos,prev_text,prev_stars,prev_date,prev_useful,prev_funny,prev_cool,user_friends,user_link,user_location,user_photos,user_reviews,compound sentiment,negative sentiment,neutral sentiment,positive sentiment
99,James D.,10/17/2016,5,0,0,"Excellent, fresh products. One of the friendliest staffs that I've ever seen in Chicago",0,0,0,0,[],,,,,,,0,https://www.yelp.com/user_details?userid=qKTDQO0Dd13cr2DiHlVuwg,"Chicago, IL",0,1,0.8625,0.0,0.534,0.466
100,Mary L.,10/8/2016,3,0,0,"The hazelnut crepe and breakfast sandwich were good.  I was expecting the treats to be as good.  However, I think the macarons were old or made incorrectly.  They were too hard.  I got 6 and got 1 that was actually the right texture.  I was very disappointed.",0,0,0,0,[],,,,,,,42,https://www.yelp.com/user_details?userid=LYu9a1D3JQu59ub6hjwhPg,"Chicago, IL",4,43,0.2516,0.101,0.777,0.122
101,Veronica M.,10/8/2016,5,0,0,This place exceeds expectations. We had the potato leek soup and Tarte Flambé Bagette  my daughter had the Brie panini both were outstanding. What a find. Highly recommended for lunch.,0,0,0,0,[],,,,,,,0,https://www.yelp.com/user_details?userid=19j2CCmIlhWnVFv49qF9Gg,"El Paso, TX",0,5,0.7264,0.0,0.816,0.184
102,Emily E.,10/3/2016,5,0,0,Their ham panini is amazing. So happy I stumbled across this place. Very friendly staff too. I will keep coming back!,0,0,0,0,[],,,,,,,1,https://www.yelp.com/user_details?userid=pND6AsPFjk_ZwX3OmUeeIg,"Chicago, IL",0,14,0.9114,0.0,0.58,0.42
103,Rob T.,9/23/2016,2,0,0,"Way overpriced. Spent $49 on 4 sandwiches and 6 macarons. The only sandwich that was tasty was the panini. The rest were way too bready and barely any meat. Very good service, fwiw.",0,0,0,1,[],,,,,,,50,https://www.yelp.com/user_details?userid=CS07O8j5nTijfwIj-DQtug,"McKinney, TX",2,56,0.4927,0.0,0.904,0.096
104,Brennan S.,9/17/2016,5,0,0,Friendly staff from Alsace. Amazing soups and pastries. Wish I had something like this in my neighborhood. Would enthusiastically return.,0,0,0,0,[],,,,,,,4,https://www.yelp.com/user_details?userid=6mQ14kYNGj6anqwi4xZAng,"Manhattan, NY",2,23,0.9413,0.0,0.47,0.53
105,Matt J.,9/14/2016,5,0,0,Truly wonderful. Best almond croissant ever wow!! Feels like Europe. Go here.,0,1,0,0,[],,,,,,,51,https://www.yelp.com/user_details?userid=_aEQGB0wGR4FABCXCneZzQ,"Chicago, IL",5,32,0.9564,0.0,0.284,0.716
106,Jennifer Z.,9/3/2016,4,0,0,I think their forte is pastries and not sandwiches/lunch items. Had a perfect almond croissant - it was delicious and fresh. Ordered the Brie panini and it was just okay. My husband ordered the meat crepe and the crepe itself tasted perfect but wasn't sure about the inside - just didn't taste amazing. Stick to coffee and pastries,0,0,0,0,[],,,,,,,1,https://www.yelp.com/user_details?userid=Pv6GC9a4oMqBdlDEuTTo7Q,"San Francisco, CA",6,100,0.1528,0.103,0.738,0.159
107,Lauren H.,9/1/2016,5,0,0,"One of the best bakeries in the city!  They serve Intelligentsia coffee which is great!  For the baked goods, the croissants and breads are amazing.  It truly feels like taking a quick trip to France when eating at La Fournette!",0,0,0,0,[],,,,,,,241,https://www.yelp.com/user_details?userid=Tn6ldqcSt0n5NGM71BP5Pw,"Chicago, IL",3,53,0.9677,0.0,0.613,0.387
108,David C.,8/15/2016,4,0,0,"This place is Amazing!! This was my first time coming here. It felt like I was back in Europe being in this place. The staff all seemed to have an accent which I loved and has inspired me to take French. I had to take my order to go the first time but I have eaten here again since. I had the Veggie and chicken and spinach Quiche, beignets, chocolate croissant,  and tabouli and quinoa salad. Every single item was amazing. Since then, I returned and had the savory omelet, crapes, more beignets, coffee and tea, and some macaroons... All terrific. They even give you a free macaroon on your first visit when you check-in on Yelp. Overall an amazing experience!! Not 5-stars because when it is packed...which is usually the case...the space is limited and it can get a little claustrophobic. There is a patio but too warm that day...plan on using it in the future on a cooler morning.",0,0,0,3,[],,,,,,,127,https://www.yelp.com/user_details?userid=iluhUML2Uf8ubwJG4riUtQ,"Chicago, IL",914,430,0.9832,0.013,0.808,0.179
109,Tim H.,8/13/2016,5,0,1,"Great croissants, macaroons, and baguettes.  Their croissants and baguettes are world class!Mariano's in west loop has their croissants and baguettes in stock at the bakery.",1,0,0,1,[],"Great french bakery that I will be back to.  The almond croissant was one of the best I ever had.  Will need to try the chocolate one next time.Wife seemed to like the hazelnut beignet a lot, but I thought it would be better if freshly out of the fryer.  Their macaroons seemed very legit and authentic as well from the one I tried.",4.0,4/25/2015,0.0,0.0,0.0,128,https://www.yelp.com/user_details?userid=lNsZDf3Qmme_AF20Gs8KVg,"Chicago, IL",110,537,0.6588,0.0,0.845,0.155
110,Laura B.,8/11/2016,5,0,0,"We stopped in for a quick lunch. The menu is simple, classic french sandwiches & soup along with very yummy tasty treats! The best almond croissant I have every had, no joke. My Croque-monsieur was fantastic. Felt like I was in Paris again. The atmosphere is very basic and simple. Service was polite and efficient. The food is the star at La Fournette.",0,0,1,0,[],,,,,,,10,https://www.yelp.com/user_details?userid=NMpKPo076jpI3sCIB5dK9w,"Bolingbrook, IL",66,35,0.945,0.055,0.686,0.259
111,Rox R.,8/8/2016,4,0,0,"Love this place. Wish they have this in DFW. I used to frequent La Fournette back when I was still in Chicago and still try to go whenever I'm in town. It's a French style bakery that offers delicious baked goods. I love their croissants, macarons and coffee/espresso.",0,0,0,0,[],,,,,,,62,https://www.yelp.com/user_details?userid=0L0nbFksAapUtSOEOQIY0w,"Highland Village, TX",449,112,0.9413,0.0,0.73,0.27
112,Kelly O.,8/5/2016,4,0,0,"Great spot for a pastry and coffee in the morning. La Fournette is a French style bakery offering breads, croissants, etc and also some lunch options (sandwiches, quiche, etc).Came by for breakfast and tried a streusel brioche and a danish. Also had to get the free macaron with Yelp check-in! Both breakfast bread options were good as well as the coffee. Between streusel brioche and the danish, I would get the danish again as it was lighter and had more flavor. The Linzer macaron shell was a little bit too crunchy (seemed like it may have been borderline stale) but the filling was their excellent jam which I now want to buy a jar of!Will definitely be back for a fast casual breakfast. Also love that they serve your selections on cute chalkboards or in break baskets for the table, very nice presentation while eating in.",0,0,0,1,"['https://s3-media3.fl.yelpcdn.com/bphoto/AkjcrZ7YuSHL52TZhH-XxQ/348s.jpg', 'https://s3-media4.fl.yelpcdn.com/bphoto/fIX2Fu7rbETiu0rc3gYgQw/168s.jpg', 'https://s3-media3.fl.yelpcdn.com/bphoto/0dJ9B67PA0EIQkdaYfAnug/168s.jpg']",,,,,,,9,https://www.yelp.com/user_details?userid=mtK6XZTV61MLqPwqYPURyQ,"Chicago, IL",28,24,0.988,0.0,0.773,0.227
113,Emily H.,7/27/2016,4,1,0,"one of the best bakeries we had in chicago, really loved the croissants here! the macaroons are pretty good too, not too sweet. if you check in for the first time, they would even offer a free macaroon for you",0,0,0,1,"['https://s3-media1.fl.yelpcdn.com/bphoto/90zZwekPVgtGF9PBZ4_IPg/168s.jpg', 'https://s3-media2.fl.yelpcdn.com/bphoto/0RU9PcVOKfy45Ryj4A2ryA/168s.jpg']",,,,,,,239,https://www.yelp.com/user_details?userid=-rw9_TTO1XN4qD6-ex8yCw,"Chicago, IL",653,732,0.9486,0.046,0.616,0.338
114,Eve H.,7/25/2016,5,0,0,"La Fournette in Old Town is a wonderful place to go. It is a French café where you can get excellent Intelligentsia coffee, tea, bakery goods, and tasty french menu items. The menu is small but everything tastes great, you know what is said, ""Everything tastes better with butter."" In addition they serve the best bread in Old Town, even the croutons are ""magnifique!""  it goes great with La Fournette's hearty soups or salads. Make sure that you do not forget to purchase some of the bakery goods to take home, they have the best macaroons in the city, along with wonderful croissants and beignets. Customers, order at the counter and all orders are brought to the table by a cheerful server.I recommend La Fournette to everyone and give it 5 stars.",4,1,6,53,"['https://s3-media1.fl.yelpcdn.com/bphoto/rLYjKmqV-oQciKe9nBTuZA/348s.jpg', 'https://s3-media4.fl.yelpcdn.com/bphoto/-s2joaI6nIdybWFTy9Klow/168s.jpg', 'https://s3-media4.fl.yelpcdn.com/bphoto/yrCmHUx1E5cWYIPeJy7zpA/168s.jpg']",,,,,,,255,https://www.yelp.com/user_details?userid=rd49V5DmkMPrGlFPW1uaKw,"Chicago, IL",4135,72,0.995,0.0,0.691,0.309
115,Poppy F.,7/18/2016,5,0,0,This is a wonderful place for just about anything they serve. The macarons and croissants are so good. Almost as good as Buchon.,0,0,0,0,[],,,,,,,0,https://www.yelp.com/user_details?userid=AdyMl8e06O5Wp63Nr2lKUg,"Sedona, AZ",4,259,0.9039,0.0,0.63,0.37
116,Yulia Y.,7/9/2016,5,0,1,"The best, officially absolutely the best croissants in the city. As perfect as in Parisian La Grande Epicerie de Paris. Took me a year of trials to find a perfect ones! On macaroons - very good too!",0,0,0,0,[],"The best, officially absolutely the best croissants in the city. As perfect as in Parisian La Grande Epicerie de Paris. Took me a year of trials to find a perfect ones! On macaroons - very good about 4 stars but not the best in the city. I think I might just gotten not the freshest ...I will give it another try next times!Update: macaroons are perfect! It was just that one , a lemon flavored off a spec;)",5.0,5/28/2016,0.0,0.0,0.0,1,https://www.yelp.com/user_details?userid=iTwrYCbRKlGT2-g14KbLmA,"Belvidere, IL",32,19,0.9665,0.0,0.597,0.403
117,Y K.,7/7/2016,3,0,0,"Went there hungry on a weekday 2pm.  The place was quiet, clean and relaxing. Had the Bretzel turkey sandwich, gumbo soup, plain beignet, plain croissant and tuna salad. Although nothing spectacular, I thought everything was done thoughtfully alright.  I wish I was there earlier in the day when the rolls/pastries won't be dry and will be fresh out of the oven/kitchen.  The Espresso macaron was good - chewy and the right sweetness. The service was helpful and attentive.  I would come back again in the future.",0,0,0,1,['https://s3-media3.fl.yelpcdn.com/bphoto/kM72jI4Iu1ocuuZ5m9a2hA/348s.jpg'],,,,,,,2,https://www.yelp.com/user_details?userid=FLkuJPqiUQv1q4dRrjc5fg,"King, WA",150,104,0.9702,0.0,0.743,0.257
118,Caitlin M.,6/26/2016,5,0,0,"For our wedding favors, we wanted to give our guests a pair of macarons in a square box with a ribbon and thank you sticker on the box. We went to several bakeries/pastry shops in Chicago to taste test macarons and ask if they offer boxing, bulk pricing, and delivery to our venue. La fournette provided everything; they gave us the best price, impeccable gift wrapping, and had the BEST tasting Macarons! The staff was so friendly and willing to work with all of our requests. I will be coming back here many times in the future to try all of their pastries and food!",1,0,4,0,['https://s3-media1.fl.yelpcdn.com/bphoto/sCWbcRA1xaBb3T_BPzoD3w/348s.jpg'],,,,,,,13,https://www.yelp.com/user_details?userid=I3iye91NK2GTZwCriBKvrg,"Chicago, IL",36,27,0.9692,0.0,0.817,0.183
119,Jerry C.,6/21/2016,3,0,0,"Although they have an impressive array of baked goods, I would not recommend this place.  I ate lunch here today and thought it was pretentious, expensive and mediocre.",0,0,0,0,[],,,,,,,0,https://www.yelp.com/user_details?userid=DD3WBLu190ZfbMA7S85AlQ,"Chicago, IL",0,48,0.2937,0.072,0.816,0.112
120,Rita T.,6/8/2016,5,0,0,"If you're someone who love cheese like me, you should get the ham and cheese croque Monsieur ! You won't regret it at all ! This is deliciously cheesy and moist ! I really love it and I am planning to come back for my cheese cravings! I also ordered a cup of mocha .. I am a person that like more bitter than sweet so I think the mocha is done just right :) I think this bakery is super cute , should definitely bring a book and spend sometime just getting work done or reading here. One bad thing that they don have outlets inside ... So you can't charge anything. But overall I love it.",0,0,0,0,[],,,,,,,215,https://www.yelp.com/user_details?userid=Hu8UQB51P6mGxtzl899zMA,"Chicago, IL",5,3,0.9864,0.048,0.66,0.292
121,Sam M.,5/30/2016,2,0,0,"I think a beignet shouldn't taste or look like a doughnut and they should be made to order. I was really disappointed because what I bought was a doughnut, not a beignet.  And the chocolate croissant I got wasn't flaky on the outside or soft on the inside.  I had high hopes for this place because the reviews were so good, but sadly I just wasted money.",0,0,0,0,[],,,,,,,0,https://www.yelp.com/user_details?userid=ghvG-eWQcOhaWvcbMFAFqg,"Chicago, IL",0,13,-0.763,0.157,0.754,0.089
122,John H.,5/24/2016,3,0,0,"Baked goods seem pretty good, but they offer a lot of other stuff that is pretty mediocre.The meat breakfast crepe was a joke.  It was all watery, with very low quality ingredients.The mocha was also pretty lackluster, kind of burnt and bland.I would stick to the baked goods and macarons here.",0,0,0,1,[],,,,,,,68,https://www.yelp.com/user_details?userid=BFr6Z705fZxztLM9siIuLQ,"Chicago, IL",0,195,0.9074,0.05,0.699,0.251
123,Nicola P.,5/10/2016,1,1,0,"I have been dreaming of a sandwich from here since I started working in the neighborhood 2 months ago, but I was Very Disappointed with my purchase today.I arrived at La Fournette around 1pm today and ordered the Saucisson Sandwich: Dry-cured salami on freshly baked baguette. After I placed my order, the guy behind the counter produced my sandwich in record speed, and when I commented on this, he said the sandwiches were pre made. I was suprised and wondered to myself how long the sandwiches sat there before they are bought. I took my sandwich to go, and I should have looked at it before hand, because when I got home, my heart sank.The sandwich came with mustard, hazelnuts, and micro-greens, and to my dismay, the portion itself was Micro-sized. The flavors of the salami, mustard, and hazelnuts were lost in the oversized bread- but I did enjoy the baguette.This was the lightest, thinnest sandwich I have ever had! For $9.95, I feel really let down and couldn't even finish the second half of the sandwich, I was so sad.The top-rated stars and reviews lured me in, but the build of my sandwich disappointed and saddened me.",0,0,2,0,"['https://s3-media4.fl.yelpcdn.com/bphoto/WMIg5KHhaKjWneEujPITUw/348s.jpg', 'https://s3-media3.fl.yelpcdn.com/bphoto/0_HgMm0KQcJZs3ZgO3iIKw/168s.jpg', 'https://s3-media4.fl.yelpcdn.com/bphoto/2kuiwAVBuHFNXoQbtYofJg/168s.jpg']",,,,,,,608,https://www.yelp.com/user_details?userid=M6o_5diZgqzdswJnWZNKzg,"Chicago, IL",3879,268,-0.9132,0.099,0.859,0.042
124,Jenifer B.,5/5/2016,5,0,0,"I love this twist of the macaron. As if macarons weren't already amazing, filling the center with gelato is genius and delicious. I wish there was a cafe in my hometown that sold these decadent treats  (I would probably be there every day).The cafe had plenty of seating and the guy working the counter was incredibly sweet and patient. I loved what I ordered even though I was totally skeptical because they didn't look that good in the case because they are cold they break easily. I will definitely be back during my next trip.",1,1,1,0,['https://s3-media4.fl.yelpcdn.com/bphoto/ysJvZpG_ZM8FAjlGOup_bQ/348s.jpg'],,,,,,,67,https://www.yelp.com/user_details?userid=3XxpvD7kKT1QfTUCjynpWA,"Virginia Beach, VA",225,241,0.9415,0.074,0.716,0.21
125,Patti I.,5/5/2016,5,1,0,"Killer almond croissants. Hazelnut beignet was crispy outside and tender inside, although the hazelnut filling wasn't quite hazel-nutty enough for my taste. Rich, delicious coffee and macarons as tasty as they are attractive more than made up for that. Plus the proprietors are friendly and helpful and the shop is cute and clean. If I lived nearby I would eat breakfast here every week.",2,0,1,0,[],,,,,,,86,https://www.yelp.com/user_details?userid=wBlRVEP_CZtAOR6U2TxJsg,"Saint Paul, MN",39,394,0.9485,0.054,0.673,0.273
126,Jane P.,3/7/2016,5,0,0,"I'm so happy that I found this store.  I am a big fan of Italian macarons.  I've tried to make it by my own, but it's not the same. A great choice here, really good taste. And friendly atmosphere which is very important for me. Keep it up. Thanks.",0,0,0,0,[],,,,,,,0,https://www.yelp.com/user_details?userid=DUoGcHLXMZTq0SoLyuDb8w,"Chicago, IL",3,19,0.9298,0.072,0.616,0.312
127,Adam A.,2/17/2016,5,0,0,Came in for my good friends birthday and fell in love!! It's like being in France. The workers were super welcoming and the macaroons were so addicting that I ended up buying an entire two boxes. Plus if you Yelp them they give you a deal! Their hot chocolate is the most flavorful I've ever had,0,1,1,1,[],,,,,,,544,https://www.yelp.com/user_details?userid=znGMNMsqNC5Lyno4AENsyA,"Orland Park, IL",31,19,0.9656,0.0,0.702,0.298
128,Flo H.,2/15/2016,5,0,0,"First stop on a Divvy bike tour of the city...I had Crêpe ""Suzette"" and a cappuccino.....Fantastic!!!! I had a lot of questions in regards to the sweet treats and my server was very patient and helpful....loved how cheerful she was...i'll definitely be retuning....so happy I found this gem!",0,0,0,1,[],,,,,,,139,https://www.yelp.com/user_details?userid=ikK6b5S-ShsYf-ykZNy1Qg,"Chicago, IL",484,77,0.9164,0.041,0.7,0.259
129,Jennifer C.,2/10/2016,2,0,0,"Decent spot, but I wouldn't go out of my way to come here. The panini I ordered was burnt. I love macarons, but the macarons here are just okay. And the internet goes in and out.",0,0,2,1,"['https://s3-media1.fl.yelpcdn.com/bphoto/GrmDsXQrjsMuGs-LfWULow/168s.jpg', 'https://s3-media4.fl.yelpcdn.com/bphoto/R7kNdIyYmjzQx4rOVdjf8g/168s.jpg']",,,,,,,80,https://www.yelp.com/user_details?userid=hI_9-y55x4gcygn0nnGs-Q,"Chicago, IL",244,12,0.8462,0.0,0.792,0.208
130,Oscar B.,2/8/2016,5,0,0,"A delightfully friendly little French bakery!  Being from Minnesota, I did not know that macarons 1) do not have coconut in them & 2) aren't spelled macaroons. I gotta get out more often.",0,0,0,1,[],,,,,,,0,https://www.yelp.com/user_details?userid=1sBC1tOiZ7HNA3lRqNIW-g,"Minneapolis, MN",1,3,0.8016,0.0,0.79,0.21
131,Melissa T.,1/5/2016,5,0,0,"As close to Paris in Chicago you can get. You are greeted with warm 'Bonjour' and the scent of the newly baked croissants. I get any and every type of quiche they cook - lorraine, chicken, asaparagus, any. I love my little seat at the window to delve into my Parisian breakfast, always consisting of quiche, croissant, and coffee. It's truly one of those moments, you are brought to another place in your mind- even for just a moment, just a breakfast. NOTE: They do cater. I recommended to a girlfriend she order a quiche for a brunch at her house.... it is always delicious.",0,0,1,0,[],,,,,,,49,https://www.yelp.com/user_details?userid=5TVXwcLL87oL60pk-onx3w,"Dallas, TX",13,70,0.9393,0.0,0.844,0.156
132,N L.,12/31/2015,5,0,0,Best authentic French bakery in the downtown area!Awesome bread! Awesome pastry! Amazing macaron! Everything is perfect!,1,0,2,2,['https://s3-media2.fl.yelpcdn.com/bphoto/faPDzvWduHkOVJ1tWygmtQ/348s.jpg'],,,,,,,2,https://www.yelp.com/user_details?userid=O7yUSt99YEqbNQh5SyZWqQ,"Chicago, IL",136,71,0.9582,0.0,0.414,0.586
133,Nik L.,12/23/2015,5,0,0,"It's so hard to find macaroons in Chicago, let alone good ones. Thank you fellow yelpers. First, let me start off by saying macaroons are my favourite cookie. Like I love love love macaroons. Every time I go to a place that sells macaroons, I absolutely have to buy some. I've tried Argo's macaroons, ones from the French market, and Mariano's, etc. It's really hard to find that perfect macaroon with the crunchy shell on the outside and the chewy centre.I was in desperate need to settle my macaroon craving and not with some average ones. Drove all the way from Bridgeport to check out this little joint. Was worth the trip. Their macaroons are the best. I bought three boxes. Saving some for tomorrow. (': I love how flavourful they are and they are the absolute perfect consistency.",0,0,5,0,[],,,,,,,0,https://www.yelp.com/user_details?userid=hHqk7rMMg_tx1jDOfZfETg,"Chicago, IL",9,56,0.9887,0.046,0.705,0.249
134,R L.,12/15/2015,5,0,0,This little café is an absolute gem. The chocolate croissants and their large cappuccinos are delicious!!! Don't forget to try their Cassie macaroons. My favorite part? The people that work here are very kind.,0,0,3,2,[],,,,,,,2,https://www.yelp.com/user_details?userid=0-L24Z7jYJawuHwnX4CAyw,"Chicago, IL",8,61,0.9175,0.0,0.699,0.301
135,Ceyda E.,12/13/2015,5,0,0,"The most fantastic, authentic French cafe in Chicago. Delicious pastries and coffee/orange juice. I especially liked the Three Cheese Panini (which has Comte cheese in it!). Very friendly staff. Make sure to bring cash for tip.",0,0,3,0,['https://s3-media3.fl.yelpcdn.com/bphoto/LVchIlEUL4WiFTuEyBg27A/348s.jpg'],,,,,,,185,https://www.yelp.com/user_details?userid=tfvMS36PLTwFGDKf0JFSQA,"CA, CA",6,152,0.9499,0.0,0.641,0.359
136,Adriana L.,12/3/2015,5,0,0,"If you're in Old Town Chicago, You have to stop by for The B E S T Cappuccino and the greatest homemade desert. (Cookies and cakes).They also make delicious crunchy Sandwiches.The only thing I didn't really like was the filling for their hazelnut Crapes..",0,0,2,1,[],,,,,,,27,https://www.yelp.com/user_details?userid=pWBbJWfO5eIzXEdUiZEwdw,"Chicago, IL",47,27,0.6568,0.095,0.738,0.167
137,Ari P.,10/28/2015,4,0,0,"Tasty pastries, good soup.  Only 4 stars because the coffee is disappointing in quality.",0,0,1,0,[],,,,,,,10,https://www.yelp.com/user_details?userid=_uSY2XUS2JCkoJspaRjO2A,"Chicago, IL",0,130,-0.0772,0.187,0.643,0.17
138,Ice T.,10/25/2015,4,0,0,"4 stars for the bread, which looked very high quality. The macarons were not a good delicate texture and I suspect they were old. The pastries were decent, not worth seeking out. Again, the bread looked quite good and I didn't see any other bakeries with comparable bread.",0,0,1,0,[],,,,,,,0,https://www.yelp.com/user_details?userid=JI2aWDUq2nvHVjN2PYxz1A,"Madison, WI",0,85,-0.7799,0.201,0.799,0.0
139,Nas A.,10/24/2015,5,0,0,"One of the best cafes in town, My favorite item is the tuna sandwich, but everything about this cafe is amazing, from the great service, awesome friendly staff to the delicious and fresh food.If you want to surprise your partner with a box of tasty and beautiful macaroon box, La Founette is the place. Prices are affordable comparing to  competitors.It's a family business, you can see the owner at the cafe greeting and talking to customers. Finally if you want to feel Paris vibe you have to come and try this amazing cafe.",0,0,2,20,"['https://s3-media1.fl.yelpcdn.com/bphoto/U6XCTR_CjKrmwtHNcB2A2Q/348s.jpg', 'https://s3-media1.fl.yelpcdn.com/bphoto/Dex1Cty-GOJ-7P7XUyN9NA/168s.jpg', 'https://s3-media3.fl.yelpcdn.com/bphoto/otsQFCvTDjafBHhbyW0VZQ/168s.jpg']",,,,,,,23,https://www.yelp.com/user_details?userid=hMvEFXvbweYWjZBRVZkShA,"Chicago, IL",357,23,0.9947,0.0,0.6,0.4
140,Paulina K.,10/20/2015,5,0,0,Love the coffee and the pastries! Wish one of these were closer to my apartment.,0,0,1,0,[],,,,,,,154,https://www.yelp.com/user_details?userid=KwEOqjInnGCHKss3yhQ9yA,"The Loop, Chicago, IL",20,16,0.8016,0.0,0.644,0.356
141,Gigi D.,10/20/2015,4,0,0,You should come get coffee and a pastry here over Einstein's Bagels next door for you can get Einstein's ANYWHERE!,2,1,5,1,"['https://s3-media3.fl.yelpcdn.com/bphoto/qElXKCksOM-_Rk4oE3KIeA/348s.jpg', 'https://s3-media1.fl.yelpcdn.com/bphoto/01VSgVhYOJ9ME8QL1ydFRg/168s.jpg', 'https://s3-media2.fl.yelpcdn.com/bphoto/Ivpb05bFcC6j_1uddlfruQ/168s.jpg']",,,,,,,1150,https://www.yelp.com/user_details?userid=ut5tH2ITDRUH5NQ9I9gdQg,"Los Angeles, CA",4380,792,0.0,0.0,1.0,0.0
142,Kent K.,10/14/2015,4,0,0,"La Fornette is a classic French bakery. What's not to like about that? I love places with classic style. This place has got it. It was relaxing and homey and I would have liked to have lingered for a time, eating pastry after pastry and sipping S Pellegrino while sleepily looking around at the beauty of this lovely cafe. But there was more to be done that day. This was the first stop on my Chicago coffee/food tour. I didn't get much because I was preparing my stomach for a lot more that day. Five assorted madeleines and the free macaron upon check-in. The madeleines were good, kind of like small muffins only in a different shape. Sadly the macaron, light rose, was dry and/or stale. I was expecting better from a place like this. My friend got three and some of them were a lot better, but surely they should all be perfect. And he said the ham and cheese croissant was Excellent. The people were friendly. The place was cool. Most of the food was good. It was an appropriate start to my day.",3,0,4,1,[],,,,,,,72,https://www.yelp.com/user_details?userid=EOkVeJW7QV5vtD_fhiVXhg,"Alliance, OH",25,176,0.9901,0.039,0.737,0.224
143,Cari A.,10/6/2015,3,0,0,"As some other posters commented, some of the macaroons were fresh and delicious (citron and cassis) and others you could tell had been sitting for days.  The caramel was literally rock hard.  Pistachio was half way there.  The service was good and friendly.",0,0,0,1,[],,,,,,,0,https://www.yelp.com/user_details?userid=rBLcTV3-pfVsJuGPnHqIHQ,"Prosper, TX",5,8,0.8934,0.027,0.738,0.235
144,Katie J.,10/5/2015,4,0,0,"Very friendly service, fast, and food was fresh! I got the chocolate croissant and it was amazing, melted in my mouth. My friend got the croque monsieur and it was also very tasty. Iced coffee was good. Nice, cozy atmosphere--would definitely come back for coffee, snack, or meal. Prices were fair and the selection was good.The macarons were just okay--lacked some flavor.",0,0,2,2,['https://s3-media2.fl.yelpcdn.com/bphoto/bDdKh26Adbq_7T5ktCcODg/348s.jpg'],,,,,,,242,https://www.yelp.com/user_details?userid=zjrZPV_8hjdwC2d_V6xlWw,"Bellevue, KY",291,172,0.9712,0.0,0.69,0.31
145,Kelly S.,9/27/2015,4,0,0,"The french bread and the chocolate croissant were so tasty, that melt in your mouth flakey chocolatey goodness is the stuff dreams are made of. I was a bit disappointed with the macaroons as the cookie part was too hard but the service was great and that croissant more than made up for it.",0,0,0,1,[],,,,,,,34,https://www.yelp.com/user_details?userid=sApvDlPNPcV_y9PcV5EW_g,"Southfield, MI",107,199,0.8047,0.054,0.787,0.159
146,Diana T.,9/27/2015,1,0,0,"I came here after seeing that their yelp reviews were so great, unfortunately their macaroon werent!Pistachio is my favorite flavor and usually the only flavor I get. The pistachio macaroons here were brown, unlike other places, green. It didn't look as appealing, so I decided to try other flavors. Lucky I did because after purchase a dozen of macaroons.I tired the pistachio and it was stale! I thought that maybe they all just taste like that, so I tired another flavor and the others were fine, but not great like the ones I've tired at other places.The macaroon are cheaper here, and if you check in you get one for free. But what is the point if they aren't even good.",0,0,3,1,['https://s3-media3.fl.yelpcdn.com/bphoto/X5MHVPB9QZym8hrQAd-sWQ/348s.jpg'],,,,,,,236,https://www.yelp.com/user_details?userid=ixqwXpD95lkCiX1ZhWHBuw,"Rosemead, CA",94,94,0.9339,0.091,0.724,0.185
147,Minh B.,9/24/2015,4,0,0,It was such a pleasant experience. Got to enjoy some delicious macaroons with peppermint tea.Note: Check in to get a free macaroon!,0,0,0,1,[],,,,,,,0,https://www.yelp.com/user_details?userid=xz7fraVfs0IhW2SLQd715w,"Boston, MA",0,28,0.9299,0.0,0.537,0.463
148,Katherine W.,9/20/2015,1,0,0,"I've never tried their baked goods, which are probably excellent based on reviews, but I never will now. Last night after work I was almost run down by their truck. They should be more careful about who they let drive their vans.",0,0,0,0,[],,,,,,,2,https://www.yelp.com/user_details?userid=P105imur5KPrFSF6XtGJ0w,"Milwaukee, WI",0,15,0.5704,0.0,0.89,0.11
149,Brian P.,9/13/2015,1,0,0,If u are looking for lousy service ... cold mocha coffee ... and pretentious french accents this is the place. I now understand why so many Americans dislike the french.,0,2,1,1,[],,,,,,,43,https://www.yelp.com/user_details?userid=Zvml0ixc9klmCavLYA2Jgw,"Milwaukee, WI",0,10,-0.7479,0.197,0.803,0.0
150,Katie C.,9/4/2015,4,0,0,"I'm a macaroon girl 'cause I'm fancy. Pinky up when you eat one. Always pinky up.I work from home on Fridays and after some hours spent at the Starbucks nearby, the tummy started rumbling. Right down the street is this lovely bakery filled with very friendly staff. It's not overly complicated, not overly French, and perfectly delicious. I had myself a melty Turkey Panini. It didn't last long on that plate. To finish it off, a Hazelnut and a Raspberry macaroon. Raspberry was the winner.They don't have sodas so I had to try my best to not pronounce too many R's when ordering a ""Perrier"".I'll definitely be back.",0,1,2,0,['https://s3-media1.fl.yelpcdn.com/bphoto/TP1K9vPulk7yH9Bk8sjkpA/348s.jpg'],,,,,,,72,https://www.yelp.com/user_details?userid=eKMXpBPsVp3yva-OvV005Q,"Chicago, IL",5,37,0.9744,0.0,0.806,0.194
