,Branch,Branch_Num,Date,Text,Filtered,Stars,Useful,id,sent_comp,sent_neg,sent_neu,sent_pos,status,user_friends,user_reviews
138,Belmont,2,7/24/2015,"Macaroons are decent. Can get 12 Vanilla/Chocolate macaroons similar if not fresher frozen from Trader Joe's for $5. There is a 'Deal' where get 5 Macaroons for $10.99 when buying 5 separate Macaroons at $2 a piece should be $10. Staff is nice. But, I only got 4 macaroons in my box of 5 once I got home. I called and I was promised my macaroon if I come in tomorrow to pick it up. We will see if they hold true.UPDATE: We went back and did receive the macaroon I was promised. My fiance and I went in and they also gave us a free macaroon for our troubles.","['macaroons', 'decent', 'get', '12', 'vanilla', 'chocolate', 'macaroons', 'similar', 'fresher', 'frozen', 'trader', ""joe's"", '$5', ""'deal'"", 'get', '5', 'macaroons', '$10', '99', 'buying', '5', 'separate', 'macaroons', '$2', 'piece', '$10', 'staff', 'nice', 'got', '4', 'macaroons', 'box', '5', 'got', 'home', 'called', 'promised', 'macaroon', 'come', 'tomorrow', 'pick', 'see', 'hold', 'true', 'update', 'went', 'back', 'receive', 'macaroon', 'promised', 'fiance', 'went', 'also', 'gave', 'us', 'free', 'macaroon', 'troubles']",3,0,Daneo H.,0.7964,0.029,0.866,0.106,not elite,0,1
139,Belmont,2,7/20/2015,"I have only had the baguette sandwiches from La Boulangerie but I have thoroughly enjoyed the two sandwiches that I have had. I have tried the Wisconsin (chicken, brie, avocado, greens, apple butter) and the Spanish (Serrano Ham, Romesco Sauce, Manchego Cheese, Figs, Toasted Almonds, Greens) and that one was my FAVORITE.As a big fan of toasted sandwiches, the Spanish is probably one of my favorite NOT toasted sandwiches. The baguette was yummy and the size was pretty filling.I look forward to eating at La Boulangerie when I see the truck, and will be back to try a crepe as well. :)","['baguette', 'sandwiches', 'la', 'boulangerie', 'thoroughly', 'enjoyed', 'two', 'sandwiches', 'tried', 'wisconsin', 'chicken', 'brie', 'avocado', 'greens', 'apple', 'butter', 'spanish', 'serrano', 'ham', 'romesco', 'sauce', 'manchego', 'cheese', 'figs', 'toasted', 'almonds', 'greens', 'one', 'favorite', 'big', 'fan', 'toasted', 'sandwiches', 'spanish', 'probably', 'one', 'favorite', 'toasted', 'sandwiches', 'baguette', 'yummy', 'size', 'pretty', 'filling', 'look', 'forward', 'eating', 'la', 'boulangerie', 'see', 'truck', 'back', 'try', 'crepe', 'well', ':']",4,0,Ivy Z.,0.9824,0.0,0.763,0.237,not elite,23,152
140,Belmont,2,7/10/2015,"When I walked in late one evening to a lovely girl welcoming me in her french accent, I knew I'd love this place. Obviously this is a french bakery.  I had the Wisconsin on a baguette-Herbed Chicken, Brie, Apple Butter, Avocado, Greens. the combination of flavors was excellent.  I reluctantly passed on the baked sweets, but the glass case is brimming with sugary goodness.","['walked', 'late', 'one', 'evening', 'lovely', 'girl', 'welcoming', 'french', 'accent', 'knew', 'love', 'place', 'obviously', 'french', 'bakery', 'wisconsin', 'baguette', 'herbed', 'chicken', 'brie', 'apple', 'butter', 'avocado', 'greens', 'combination', 'flavors', 'excellent', 'reluctantly', 'passed', 'baked', 'sweets', 'glass', 'case', 'brimming', 'sugary', 'goodness']",5,0,Trista T.,0.9217,0.018,0.751,0.231,not elite,319,339
141,Belmont,2,6/25/2015,"La Boulangerie has stepped its game up! My biggest complaint before was the incompetent staff. They now have a regular crew of people that are efficient, very friendly, and seem to take pride in what they do. For a small local-feel place, having familiar friendly faces is a must!Now you can enjoy La Boulangerie for what it does best. The sandwiches are incredible! I recommend the Gourmet Breakfast Sandwich or the Wisconsin. Always get it on a fresh baguette, which are usually fresh out of the oven and always delicious. The pastries are also great if you have a sweet tooth. The Eclaires and Macaroons are personal favorites.","['la', 'boulangerie', 'stepped', 'game', 'biggest', 'complaint', 'incompetent', 'staff', 'regular', 'crew', 'people', 'efficient', 'friendly', 'seem', 'take', 'pride', 'small', 'local-feel', 'place', 'familiar', 'friendly', 'faces', 'must', 'enjoy', 'la', 'boulangerie', 'best', 'sandwiches', 'incredible', 'recommend', 'gourmet', 'breakfast', 'sandwich', 'wisconsin', 'always', 'get', 'fresh', 'baguette', 'usually', 'fresh', 'oven', 'always', 'delicious', 'pastries', 'also', 'great', 'sweet', 'tooth', 'eclaires', 'macaroons', 'personal', 'favorites']",5,1,Sam M.,0.9881,0.04,0.652,0.308,not elite,2,10
142,Belmont,2,6/24/2015,The staff is nice & friendlyI try the sweetest Nutella crepe Next time I will try the sandwiches w/fresh baked bread,"['staff', 'nice', 'friendlyi', 'try', 'sweetest', 'nutella', 'crepe', 'next', 'time', 'try', 'sandwiches', 'fresh', 'baked', 'bread']",3,0,Cely R.,0.4215,0.0,0.865,0.135,not elite,59,608
143,Belmont,2,6/20/2015,"As a person who can't have gluten and who has a sweet tooth, I've tried quite a few macarons around the city. These are by far the BEST macarons I've had outside of France! The flavors are so creative and the treats are delicately flaky with the softest center. A little pricey? Sure, but you pay for what you get!","['person', 'gluten', 'sweet', 'tooth', 'tried', 'quite', 'macaroons', 'around', 'city', 'far', 'best', 'macaroons', 'outside', 'france', 'flavors', 'creative', 'treats', 'delicately', 'flaky', 'softest', 'center', 'little', 'pricey', 'sure', 'pay', 'get']",5,0,Annie L.,0.8091,0.026,0.8,0.175,not elite,116,8
144,Belmont,2,5/24/2015,"This one star review is based off the experience I had this evening, not every experience I have had with them.  Maybe it was because it was the Sunday before a holiday, but I'm so disappointed with this experience.  Not only did our caprese sandwiches take almost 2 hours to be delivered (and the manager being remarkably unapologetic when we spoke twice), but when we got the sandwiches, there were only two very small pieces of mozzerella, as well as no roasted red peppers and no pesto that usually are on the sandwich.  I will absolutely think twice about ordering again, which is so disappointing because I thought I was going to be a semi-regular.","['one', 'star', 'review', 'based', 'experience', 'evening', 'every', 'experience', 'maybe', 'sunday', 'holiday', 'disappointed', 'experience', 'caprese', 'sandwiches', 'take', 'almost', '2', 'hours', 'delivered', 'manager', 'remarkably', 'unapologetic', 'spoke', 'twice', 'got', 'sandwiches', 'two', 'small', 'pieces', 'mozzerella', 'well', 'roasted', 'red', 'peppers', 'pesto', 'usually', 'sandwich', 'absolutely', 'think', 'twice', 'ordering', 'disappointing', 'thought', 'going', 'semi-regular']",1,0,Sarah A.,-0.9356,0.137,0.826,0.037,not elite,109,20
145,Belmont,2,5/24/2015,"What a lovely, charming, and delicious little place! My boyfriend took me here today for lunch, after mentioning his affection for it on several occasions these past few months. We both had the caprese sandwich, his on ciabatta and mine on baguette. The baguette was incredibly fresh and delicious, the perfect amount of salt in the bread, and all of the ingredients were incredibly fresh. Such a lovely, lite lunch. I can't wait to go back--next time in trying one of the crepes!","['lovely', 'charming', 'delicious', 'little', 'place', 'boyfriend', 'took', 'today', 'lunch', 'mentioning', 'affection', 'several', 'occasions', 'past', 'months', 'caprese', 'sandwich', 'ciabatta', 'mine', 'baguette', 'baguette', 'incredibly', 'fresh', 'delicious', 'perfect', 'amount', 'salt', 'bread', 'ingredients', 'incredibly', 'fresh', 'lovely', 'lite', 'lunch', 'wait', 'go', 'back', 'next', 'time', 'trying', 'one', 'crepes']",4,0,Tracey H.,0.9857,0.0,0.692,0.308,not elite,3,77
146,Belmont,2,5/1/2015,Came here for a sweet snack and got the Paris Brest with hazelnut cream. The hazelnut cream was soooo good but the actual pastry part didn't taste very fresh. I will say that the staff is very friendly though.,"['came', 'sweet', 'snack', 'got', 'paris', 'brest', 'hazelnut', 'cream', 'hazelnut', 'cream', 'soooo', 'good', 'actual', 'pastry', 'part', 'taste', 'fresh', 'say', 'staff', 'friendly', 'though']",3,1,Jialing L.,0.7115,0.062,0.742,0.195,not elite,50,188
147,Belmont,2,4/30/2015,"I stopped in this morning to buy a box of macarons.  The guy behind the counter was friendly and helpful.  The macarons were amazing.  The blueberry had a tart blueberry filling that tasted like fresh blueberries.  The coconut chocolate was delicious.  And my personal favorite, the salted caramel, which is the benchmark that I use to judge all macarons was the perfect blend of salty and sweet and was beautiful.  Some of them did have a bit of a crunch to the cookie, which others noted as a bad thing.  I happen to like that a lot.  The pistachio tasted a lot like root beer.  Not ideal if you are going for a pistachio flavor, but as I happen to love root beer, I enjoyed it! Added to my pleasure was a sign showing that they have traditional French pastries available in a gluten free option.  As a foodie who is no longer able to enjoy so many of my favorite things anymore, it is always fun to see quality options to make me feel normal again!","['stopped', 'morning', 'buy', 'box', 'macaroons', 'guy', 'behind', 'counter', 'friendly', 'helpful', 'macaroons', 'amazing', 'blueberry', 'tart', 'blueberry', 'filling', 'tasted', 'like', 'fresh', 'blueberries', 'coconut', 'chocolate', 'delicious', 'personal', 'favorite', 'salted', 'caramel', 'benchmark', 'use', 'judge', 'macaroons', 'perfect', 'blend', 'salty', 'sweet', 'beautiful', 'bit', 'crunch', 'cookie', 'others', 'noted', 'bad', 'thing', 'happen', 'like', 'lot', 'pistachio', 'tasted', 'lot', 'like', 'root', 'beer', 'ideal', 'going', 'pistachio', 'flavor', 'happen', 'love', 'root', 'beer', 'enjoyed', 'added', 'pleasure', 'sign', 'showing', 'traditional', 'french', 'pastries', 'available', 'gluten', 'free', 'option', 'foodie', 'longer', 'able', 'enjoy', 'many', 'favorite', 'things', 'anymore', 'always', 'fun', 'see', 'quality', 'options', 'make', 'feel', 'normal']",5,0,Alison B.,0.9943,0.032,0.676,0.292,not elite,21,17
148,Belmont,2,4/25/2015,"Super authentic french pastry shop, I went in and the staff was very friendly, and very French! I ordered the quiche and a Nutella crepe.. the crepe was so huge and chocolatey, and the quiche was delicious! I ordered these items to go and they gave me whipped cream to go for the crepe quiche was nicely garnished! The only negative comment I have is that my crepe had too many shaved nuts on it, but otherwise, still delicious! My crepe would highly recommend this cute little shop right on Belmont right off the red line stop!","['super', 'authentic', 'french', 'pastry', 'shop', 'went', 'staff', 'friendly', 'french', 'ordered', 'quiche', 'nutella', 'crepe', 'crepe', 'huge', 'chocolatey', 'quiche', 'delicious', 'ordered', 'items', 'go', 'gave', 'whipped', 'cream', 'go', 'crepe', 'quiche', 'nicely', 'garnished', 'negative', 'comment', 'crepe', 'many', 'shaved', 'nuts', 'otherwise', 'still', 'delicious', 'crepe', 'highly', 'recommend', 'cute', 'little', 'shop', 'right', 'belmont', 'right', 'red', 'line', 'stop']",4,0,Anne L.,0.9654,0.06,0.711,0.229,not elite,0,6
149,Belmont,2,4/5/2015,The girl who works till close on Sunday is the rudest person I have ever met. I honestly feel bad for her and her negativity. I walked in ten minutes before close and felt like a huge nuisance. I order five macaroons and after every order she dramatically rolled her eyes. It was as if this girl was playing the bitchy character out of a sitcom so shed make a wonderful dramatic actor. she was so unfriendly and unwelcoming I became angry. I work in the customer service industry and just couldn't understand the benefits to being such a nasty person behind me the counter I understand if your closing up but there's no need to be a stone cold bitch especially if I'm giving you my money. Just a tip don't go in on Sunday nights. The girl working will bite ur head off for ordering a macaroon and make you wanna run away as fast as you can.,"['girl', 'works', 'till', 'close', 'sunday', 'rudest', 'person', 'ever', 'met', 'honestly', 'feel', 'bad', 'negativity', 'walked', 'ten', 'minutes', 'close', 'felt', 'like', 'huge', 'nuisance', 'order', 'five', 'macaroons', 'every', 'order', 'dramatically', 'rolled', 'eyes', 'girl', 'playing', 'bitchy', 'character', 'sitcom', 'shed', 'make', 'wonderful', 'dramatic', 'actor', 'unfriendly', 'unwelcoming', 'became', 'angry', 'work', 'customer', 'service', 'industry', 'understand', 'benefits', 'nasty', 'person', 'behind', 'counter', 'understand', 'closing', 'need', 'stone', 'cold', 'bitch', 'especially', 'giving', 'money', 'tip', 'go', 'sunday', 'nights', 'girl', 'working', 'bite', 'ur', 'head', 'ordering', 'macaroon', 'make', 'wanna', 'run', 'away', 'fast']",3,0,Becky K.,-0.9039,0.149,0.775,0.076,not elite,1,8
150,Belmont,2,3/25/2015,Had a sandwich from the food truck.  The bread was super fresh and outstanding. The ingredients were high quality.  The offerings are classic but good. I'll be back.,"['sandwich', 'food', 'truck', 'bread', 'super', 'fresh', 'outstanding', 'ingredients', 'high', 'quality', 'offerings', 'classic', 'good', 'back']",3,0,Trekforbeer B.,0.8573,0.0,0.688,0.312,not elite,68,548
151,Belmont,2,3/18/2015,"In response to the message from the owner, my review was based on the fact that I walked in one evening close to closing time and selected a type of bread. The cashier pointed to the two remaining loaves and asked which I preferred, when I hesitated/looked confused he said ""it doesn't really matter, they were both made today"". So I apologize for making it sound like some bread is older, as the point is freshness.","['response', 'message', 'owner', 'review', 'based', 'fact', 'walked', 'one', 'evening', 'close', 'closing', 'time', 'selected', 'type', 'bread', 'cashier', 'pointed', 'two', 'remaining', 'loaves', 'asked', 'preferred', 'hesitated', 'looked', 'confused', 'said', 'really', 'matter', 'made', 'today', 'apologize', 'making', 'sound', 'like', 'bread', 'older', 'point', 'freshness']",4,0,Charlotte F.,0.1536,0.048,0.896,0.056,not elite,55,119
152,Belmont,2,3/15/2015,"French bakery in Chicago!!! Never been to France but I would imagine this is what a small bakery in France would be lake. Small relaxing spot. Build your own crepes with Nuttella, who doesnt love Nutrella!!!","['french', 'bakery', 'chicago', 'never', 'france', 'imagine', 'small', 'bakery', 'france', 'lake', 'small', 'relaxing', 'spot', 'build', 'crepes', 'nuttella', 'doesnt', 'love', 'nutrella']",5,0,Chris F.,-0.3442,0.136,0.762,0.102,not elite,231,82
153,Belmont,2,3/11/2015,"Excellent assortment of breads, pastries, sandwiches and crepes, also great coffee! Very nice and polite staff. Always walk away with bag of baguettes and ciabattas to tie me over to my next visit there.","['excellent', 'assortment', 'breads', 'pastries', 'sandwiches', 'crepes', 'also', 'great', 'coffee', 'nice', 'polite', 'staff', 'always', 'walk', 'away', 'bag', 'baguettes', 'ciabattas', 'tie', 'next', 'visit']",5,0,Daphne K.,0.9039,0.0,0.735,0.265,not elite,0,2
154,Belmont,2,1/31/2015,"Stopped in here before ""the giant blizzard"" for a bite to eat since I'd been here before with the great staff offering up fancy bread with base names like ""the bastard,"" but it's en français, so it's like cool you know?I ordered up ""the Spaniards"" I believe it was called with a soda, a bag of chips, and a giant, fat chocolate filled croissant. Divine. Explosion. In. My. Mouth. And didn't have to spit either! The thin ham, greens, and hearty cheese warm and crispy, toasted and melded to each other. Mmmmmmm.Blood orange soda to wash it down and then talk about traveling the world with the kids from DePaul. Learning about the Beerlympics party they had before washing up at the bakery, chit chatting about San Francisco and my personal tiff with the observatory staff (ahem, tangent much?!). Yeah got travel tips and gave travel tips while eating some well prepared sandwiches  and pastries on a great multitude of bread types. Totally filled my stomach, a tad pricey, but got my money's worth.Stop by. Crepes, quiche, breakfast, dinner. Worth it. And the parking in the back can't be beat. WIN!","['stopped', 'giant', 'blizzard', 'bite', 'eat', 'since', 'great', 'staff', 'offering', 'fancy', 'bread', 'base', 'names', 'like', 'bastard', 'en', 'français', 'like', 'cool', 'knowi', 'ordered', 'spaniards', 'believe', 'called', 'soda', 'bag', 'chips', 'giant', 'fat', 'chocolate', 'filled', 'croissant', 'divine', 'explosion', 'mouth', 'spit', 'either', 'thin', 'ham', 'greens', 'hearty', 'cheese', 'warm', 'crispy', 'toasted', 'melded', 'mmmmmmm', 'blood', 'orange', 'soda', 'wash', 'talk', 'traveling', 'world', 'kids', 'depaul', 'learning', 'beerlympics', 'party', 'washing', 'bakery', 'chit', 'chatting', 'san', 'francisco', 'personal', 'tiff', 'observatory', 'staff', 'ahem', 'tangent', 'much', 'yeah', 'got', 'travel', 'tips', 'gave', 'travel', 'tips', 'eating', 'well', 'prepared', 'sandwiches', 'pastries', 'great', 'multitude', 'bread', 'types', 'totally', 'filled', 'stomach', 'tad', 'pricey', 'got', ""money's"", 'worth', 'stop', 'crepes', 'quiche', 'breakfast', 'dinner', 'worth', 'parking', 'back', 'beat', 'win']",5,0,Arni F.,0.9853,0.03,0.79,0.18,not elite,17,67
155,Belmont,2,1/20/2015,"I have yet to be disappointed by anything I've eaten here. They have at least a dozen different macaroons on deck at any given time. They have fresh baked bread throughout the day that shitCronuts, macaroons, beignets, crepes, diplomatos, and much more. However I would recommend skipping this place if you are on a diet","['yet', 'disappointed', 'anything', 'eaten', 'least', 'dozen', 'different', 'macaroons', 'deck', 'given', 'time', 'fresh', 'baked', 'bread', 'throughout', 'day', 'shitcronuts', 'macaroons', 'beignets', 'crepes', 'diplomatos', 'much', 'however', 'recommend', 'skipping', 'place', 'diet']",5,0,Dan D.,0.2415,0.055,0.855,0.09,not elite,0,17
156,Belmont,2,1/7/2015,"A very convenient location.  However, a lot of their baked goods taste like they've been sitting around for days.  Caneles are mushy and taste old.  French macarons have been stale and hard on occasions... They also taste a little artificial (blue lemon macaron...)  I go to a French bakery for the macarons and they don't cut it (on 3 separate occasions).  Try Vanille Patisserie for macarons and Bad Wolf for Caneles.Bad - Baked goods often seem like they have been sitting around.Good - Lobster soup and location","['convenient', 'location', 'however', 'lot', 'baked', 'goods', 'taste', 'like', 'sitting', 'around', 'days', 'caneles', 'mushy', 'taste', 'old', 'french', 'macaroons', 'stale', 'hard', 'occasions', 'also', 'taste', 'little', 'artificial', 'blue', 'lemon', 'macaroon', 'go', 'french', 'bakery', 'macaroons', 'cut', '3', 'separate', 'occasions', 'try', 'vanille', 'patisserie', 'macaroons', 'bad', 'wolf', 'caneles', 'bad', 'baked', 'goods', 'often', 'seem', 'like', 'sitting', 'around', 'good', 'lobster', 'soup', 'location']",2,2,XTreats X.,0.2297,0.057,0.863,0.079,not elite,1,68
157,Belmont,2,12/16/2014,I never thought a turkey club could be so perfect. Been here a few times and have been very happy with the food. I think some people expect faster service- you have to wait a whopping 3 minutes for a Sammie. Worth it!,"['never', 'thought', 'turkey', 'club', 'perfect', 'times', 'happy', 'food', 'think', 'people', 'expect', 'faster', 'service', 'wait', 'whopping', '3', 'minutes', 'sammie', 'worth']",4,0,Anne M.,0.8985,0.0,0.751,0.249,not elite,0,13
158,Belmont,2,12/14/2014,"I am sad to say I was not impressed with La Boulangerie. They heavily promote favourite items (yes, plural) that are not available with a not-a-big-deal attitude. Their coffee is ok and their macaroons are delicious.","['sad', 'say', 'impressed', 'la', 'boulangerie', 'heavily', 'promote', 'favorite', 'items', 'yes', 'plural', 'available', 'not-a-big-deal', 'attitude', 'coffee', 'ok', 'macaroons', 'delicious']",2,0,S H.,0.4303,0.134,0.664,0.202,not elite,2,15
159,Belmont,2,12/3/2014,"Nice staff, however, I went in there for a quick snack and decided to have the crustless quiche, and I am rating the place solely on that bite - Not only was it crustless, it was also tasteless, textureless and saltless. I also amNot sure where the tomato was in it as I could see but not taste it. Oh, and it was warmed up in the microwave, which also made it quite soggy. I should have eaten the plain baguette, which would have cost me less and I suppose would have been better in all aspects mentioned above. I *may* pop in there in the future and try a different specialty - everything. Does look delicious in the cases!","['nice', 'staff', 'however', 'went', 'quick', 'snack', 'decided', 'crustless', 'quiche', 'rating', 'place', 'solely', 'bite', 'crustless', 'also', 'tasteless', 'textureless', 'saltless', 'also', 'sure', 'tomato', 'see', 'taste', 'oh', 'warmed', 'microwave', 'also', 'made', 'quite', 'soggy', 'eaten', 'plain', 'baguette', 'cost', 'less', 'suppose', 'better', 'aspects', 'mentioned', 'may', 'pop', 'future', 'try', 'different', 'specialty', 'everything', 'look', 'delicious', 'cases']",1,0,Barbara A.,0.937,0.0,0.871,0.129,not elite,24,10
160,Belmont,2,12/2/2014,Delicious.  Friendly.  Fresh.  Very pleasant experience! I just happened upon this place and was very happy to have found it.,"['delicious', 'friendly', 'fresh', 'pleasant', 'experience', 'happened', 'upon', 'place', 'happy', 'found']",5,0,Susan D.,0.9522,0.0,0.45,0.55,not elite,1,5
161,Belmont,2,11/12/2014,"Tip of the chapeau to this cafe.  Charming service and tremendous sandwiches.  Egg, swiss, mixed greens, avocado and dijon on a buttery-sweet croissant? Oui monsieur! Take home a baguette.  Add a box of macarons.  French up your day.","['tip', 'chapeau', 'cafe', 'charming', 'service', 'tremendous', 'sandwiches', 'egg', 'swiss', 'mixed', 'greens', 'avocado', 'dijon', 'buttery', 'sweet', 'croissant', 'oui', 'monsieur', 'take', 'home', 'baguette', 'add', 'box', 'macaroons', 'french', 'day']",5,0,Kevin R.,0.6239,0.0,0.893,0.107,not elite,6,17
162,Belmont,2,11/8/2014,"Unimpressive from beginning to end. Ordered a quiche and macaroons - yum! - no here! The quiche was the worst I've had - it's flat, not fluffy, and the crust was completely soggy. Not appetizing. The macaroons were texturally spot on, but the favors were very off. The only one I liked was the salted caramel - that was very yummy. The rest were tried & left uneaten... Will not be back!","['unimpressive', 'beginning', 'end', 'ordered', 'quiche', 'macaroons', 'yum', 'quiche', 'worst', ""hadit's"", 'flat', 'fluffy', 'crust', 'completely', 'soggy', 'appetizing', 'macaroons', 'texturally', 'spot', 'favors', 'one', 'liked', 'salted', 'caramel', 'yummy', 'rest', 'tried', 'left', 'uneaten', 'back']",1,1,Christen W.,0.8506,0.076,0.767,0.157,not elite,0,45
163,Belmont,2,10/23/2014,"GREAT BAGUETTES!I'll get around to trying some of the other savory treats, but so far, the bags are fab.  I stick them in the oven to heat them up a little- so they have a little crunch to them and it's perfect.","['great', 'baguettes', 'get', 'around', 'trying', 'savory', 'treats', 'far', 'bags', 'fab', 'stick', 'oven', 'heat', 'little', 'little', 'crunch', 'perfect']",5,0,KB C.,0.9225,0.0,0.746,0.254,not elite,7,284
164,Belmont,2,10/21/2014,"I'm not sure what all the negative reviews are about. There are far too few french bakeries in Chicago and this one is really great, I come for the Macarons and am never disappointed by exciting flavors like passion fruit, rose + white chocolate and lavender.","['sure', 'negative', 'reviews', 'far', 'french', 'bakeries', 'chicago', 'one', 'really', 'great', 'come', 'macaroons', 'never', 'disappointed', 'exciting', 'flavors', 'like', 'passion', 'fruit', 'rose', '+', 'white', 'chocolate', 'lavender']",5,0,Amina R.,0.6318,0.144,0.641,0.216,not elite,3,21
165,Belmont,2,10/15/2014,"Accidentally found La Boulangerie today on  way home to catch the Red Line. Being a French native, it was only natural for me to get inside. Good and real french baguettes made with real ingredients I'm sure, (not your Jewel-Osco baguette, this is real bread people and that's how it taste like!) pastries and macarons are the realest. It's not easy to open a quality bakery place like this in the land of Dunkin Donuts. I support all French bakeries in Chicago because we need more of them. Love the one man staff. Young and outgoing!  Keep it up!","['accidentally', 'found', 'la', 'boulangerie', 'today', 'way', 'home', 'catch', 'red', 'line', 'french', 'native', 'natural', 'get', 'inside', 'good', 'real', 'french', 'baguettes', 'made', 'real', 'ingredients', 'sure', 'jewel-osco', 'baguette', 'real', 'bread', 'people', 'taste', 'like', 'pastries', 'macaroons', 'realest', 'easy', 'open', 'quality', 'bakery', 'place', 'like', 'land', 'dunkin', 'donuts', 'support', 'french', 'bakeries', 'chicago', 'need', 'love', 'one', 'man', 'staff', 'young', 'outgoing', 'keep']",4,2,Athida D.,0.9396,0.043,0.775,0.182,not elite,0,17
166,Belmont,2,9/23/2014,"I had the Alaskan sandwich which came with salmon, egg and a delicious blend of sauce. It was fresh and made right in front of me. I also had a Lavender chocolate macaroon and it legitimately melted in my mouth it was so good. I got this along with a drink and chips for 11 dollars and it was totally worth my money. The atmosphere is small and welcoming and the employees are always super kind and conversational.","['alaskan', 'sandwich', 'came', 'salmon', 'egg', 'delicious', 'blend', 'sauce', 'fresh', 'made', 'right', 'front', 'also', 'lavender', 'chocolate', 'macaroon', 'legitimately', 'melted', 'mouth', 'good', 'got', 'along', 'drink', 'chips', '11', 'dollars', 'totally', 'worth', 'money', 'atmosphere', 'small', 'welcoming', 'employees', 'always', 'super', 'kind', 'conversational']",5,0,Jenna J.,0.9688,0.0,0.746,0.254,not elite,5,4
167,Belmont,2,9/19/2014,"The macarons were stale and lacked flavor, which was disapointing. I like macarons to have a crunch and these were just plain chewy. The ciabata bread I bought was very good and made a great sandwich. The customer service was good but Im still sad about the macarons.","['macaroons', 'stale', 'lacked', 'flavor', 'disapointing', 'like', 'macaroons', 'crunch', 'plain', 'chewy', 'ciabatta', 'bread', 'bought', 'good', 'made', 'great', 'sandwich', 'customer', 'service', 'good', 'im', 'still', 'sad', 'macaroons']",2,0,Carolyn M.,0.3276,0.08,0.755,0.164,not elite,0,5
168,Belmont,2,9/8/2014,"I guess this is where we go to review the food truck too -- mediocre fillings on Very Good bread, served promptly and pleasantly.  Not bad for the mediocre Chicago food truck scene, but I'm not dying to go back.","['guess', 'go', 'review', 'food', 'truck', 'mediocre', 'fillings', 'good', 'bread', 'served', 'promptly', 'pleasantly', 'bad', 'mediocre', 'chicago', 'food', 'truck', 'scene', 'dying', 'go', 'back']",3,0,William B.,0.2255,0.053,0.849,0.098,elite,278,1596
169,Belmont,2,8/27/2014,"I would give the food 5 stars, but they very rarely have what I come there to order. My husband and I live in the neighborhood and stop in at least once a week to get sandwiches or crepes. They have had crepes available only one time out of the 4 times we went to get one. We have run into the same problem with the Wisconsin sandwich and the turkey club :(. Went in today at 3pm for a sandwich and they were out of chicken, even before the dinner rush; this isn't acceptable and very disappointing. I hope they get their ingredient availability together or we may give up trying to eat there, we get our hopes up for their yummy stuff and end up disappointed they don't have it.","['give', 'food', '5', 'stars', 'rarely', 'come', 'order', 'husband', 'live', 'neighborhood', 'stop', 'least', 'week', 'get', 'sandwiches', 'crepes', 'crepes', 'available', 'one', 'time', '4', 'times', 'went', 'get', 'one', 'run', 'problem', 'wisconsin', 'sandwich', 'turkey', 'club', ':', 'went', 'today', '3pm', 'sandwich', 'chicken', 'even', 'dinner', 'rush', 'acceptable', 'disappointing', 'hope', 'get', 'ingredient', 'availability', 'together', 'may', 'give', 'trying', 'eat', 'get', 'hopes', 'yummy', 'stuff', 'end', 'disappointed']",2,0,Beth M.,-0.6267,0.121,0.793,0.086,not elite,0,6
170,Belmont,2,8/21/2014,"I stopped by this store last night at 7:45pm, and the door was locked. The website and sign on the door said they are open until 9pm, so I was very disappointed since I had walked all the way there. I would consider calling before you go if it is late in the evening to make sure they are open.","['stopped', 'store', 'last', 'night', '7:45pm', 'door', 'locked', 'website', 'sign', 'door', 'said', 'open', '9pm', 'disappointed', 'since', 'walked', 'way', 'consider', 'calling', 'go', 'late', 'evening', 'make', 'sure', 'open']",1,3,Emily I.,-0.5034,0.091,0.871,0.038,not elite,8,4
171,Belmont,2,8/17/2014,"I bought a ""traditional"" baguette and a plain Croissant. The people were very nice, but the food mediocre. The baguette was not crispy at all, rather soft and not very fresh. Anything but traditional French baguette. The croissant felt so stale that after cutting it open and taking one bite, I didn't bother finishing it.","['bought', 'traditional', 'baguette', 'plain', 'croissant', 'people', 'nice', 'food', 'mediocre', 'baguette', 'crispy', 'rather', 'soft', 'fresh', 'anything', 'traditional', 'french', 'baguette', 'croissant', 'felt', 'stale', 'cutting', 'open', 'taking', 'one', 'bite', 'bother', 'finishing']",2,1,Philipp C.,0.0212,0.081,0.838,0.082,not elite,1,7
